0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0;0,0,2,0,0,0,*,0,0,0,0,1,0,0,0;2,0,0,0,0,0,-,0,0,0,_,_,_,0,1;0,0,0,0,0,0,-,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(6, 3),(12, 4)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0;0,0,2,0,0,0,_,0,0,0,0,1,0,0,0;2,0,0,0,0,0,_,0,0,0,-,-,*,0,1;0,0,0,0,0,0,_,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(6, 3),(12, 4)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0;0,0,2,0,0,*,-,0,0,0,0,1,0,0,0;2,0,0,0,0,0,-,0,0,0,0,_,_,0,1;0,0,0,0,0,0,0,0,0,0,0,0,_,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(5, 3),(12, 5)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0;0,0,2,0,0,_,_,0,0,0,0,1,0,0,0;2,0,0,0,0,0,_,0,0,0,0,-,-,0,1;0,0,0,0,0,0,0,0,0,0,0,0,*,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(5, 3),(12, 5)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2,0,0,0,0,0;0,0,0,0,0,*,0,0,1,0,0,0,0,0,0;0,0,2,0,0,-,-,0,0,0,0,1,0,0,0;2,0,0,0,0,0,0,0,0,0,0,0,_,0,1;0,0,0,0,0,0,0,0,0,0,0,0,_,_,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(5, 2),(13, 5)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2,0,0,0,0,0;0,0,0,0,0,_,0,0,1,0,0,0,0,0,0;0,0,2,0,0,_,_,0,0,0,0,1,0,0,0;2,0,0,0,0,0,0,0,0,0,0,0,-,0,1;0,0,0,0,0,0,0,0,0,0,0,0,-,*,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(5, 2),(13, 5)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,0,*,0,0,0,2,0,0,0,0,0;0,0,0,0,0,-,0,0,1,0,0,0,0,0,0;0,0,2,0,0,-,0,0,0,0,0,1,0,0,0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0,0,0,_,_,_;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(5, 1),(14, 5)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,0,_,0,0,0,2,0,0,0,0,0;0,0,0,0,0,_,0,0,1,0,0,0,0,0,0;0,0,2,0,0,_,0,0,0,0,0,1,0,0,0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0,0,0,-,-,*;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(5, 1),(14, 5)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,*,-,0,0,0,2,0,0,0,0,0;0,0,0,0,0,-,0,0,1,0,0,0,0,0,0;0,0,2,0,0,0,0,0,0,0,0,1,0,0,0;2,0,0,0,0,0,0,0,1,0,0,0,0,0,_;0,0,0,0,0,0,0,0,0,0,0,0,_,_,_;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(4, 1),(14, 4)
0,0,2,0,0,2,0,0,0,2,0,0,0,0,0;0,0,0,0,_,_,0,0,0,2,0,0,0,0,0;0,0,0,0,0,_,0,0,1,0,0,0,0,0,0;0,0,2,0,0,0,0,0,0,0,0,1,0,0,0;2,0,0,0,0,0,0,0,1,0,0,0,0,0,*;0,0,0,0,0,0,0,0,0,0,0,0,-,-,-;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,2,2,0,0,0,0,0,0,0,1,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;1,0,0,0,0,0,0,0,2,2,0,2,2,0,0;1,0,0,0,0,2,2,2,0,2,2,0,2,0,0;0,0,0,0,0,0,0,2,0,0,0,0,0,0,0;0,2,0,0,0,0,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,2,0,0,0,2,1,0,0|(4, 1),(14, 4)
