0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,2,0,0,0,*,0,0,0,0,0;0,0,0,0,0,0,0,0,0,-,1,0,0,0,0;0,2,2,0,0,_,0,0,0,-,0,0,2,2,1;0,1,0,0,0,_,0,0,0,0,0,0,0,2,0;0,2,0,0,0,_,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(9, 6),(5, 8)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,2,0,0,0,_,0,0,0,0,0;0,0,0,0,0,0,0,0,0,_,1,0,0,0,0;0,2,2,0,0,*,0,0,0,_,0,0,2,2,1;0,1,0,0,0,-,0,0,0,0,0,0,0,2,0;0,2,0,0,0,-,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(9, 6),(5, 8)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,0,*,0,0,1,0,0;0,0,0,0,0,2,0,0,0,-,0,0,0,0,0;0,0,0,0,0,0,0,0,0,-,1,0,0,0,0;0,2,2,0,0,_,_,0,0,0,0,0,2,2,1;0,1,0,0,0,_,0,0,0,0,0,0,0,2,0;0,2,0,0,0,0,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(9, 5),(6, 8)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,0,_,0,0,1,0,0;0,0,0,0,0,2,0,0,0,_,0,0,0,0,0;0,0,0,0,0,0,0,0,0,_,1,0,0,0,0;0,2,2,0,0,-,*,0,0,0,0,0,2,2,1;0,1,0,0,0,-,0,0,0,0,0,0,0,2,0;0,2,0,0,0,0,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(9, 5),(6, 8)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,*,-,0,0,1,0,0;0,0,0,0,0,2,0,0,0,-,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,1,0,0,0,0;0,2,2,0,0,_,_,_,0,0,0,0,2,2,1;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;0,2,0,0,0,0,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(8, 5),(7, 8)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,_,_,0,0,1,0,0;0,0,0,0,0,2,0,0,0,_,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,1,0,0,0,0;0,2,2,0,0,-,-,*,0,0,0,0,2,2,1;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;0,2,0,0,0,0,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(8, 5),(7, 8)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,-,-,0,0,1,0,0;0,0,0,0,0,2,0,0,*,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,1,0,0,0,0;0,2,2,0,0,0,_,_,_,0,0,0,2,2,1;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;0,2,0,0,0,0,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(8, 6),(8, 8)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,_,_,0,0,1,0,0;0,0,0,0,0,2,0,0,_,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,1,0,0,0,0;0,2,2,0,0,0,-,-,*,0,0,0,2,2,1;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;0,2,0,0,0,0,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(8, 6),(8, 8)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,-,0,0,0,1,0,0;0,0,0,0,0,2,0,0,-,0,0,0,0,0,0;0,0,0,0,0,0,0,0,*,0,1,0,0,0,0;0,2,2,0,0,0,_,_,_,0,0,0,2,2,1;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;0,2,0,0,0,0,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(8, 7)
0,0,0,0,0,0,2,0,2,0,2,0,0,0,0;2,0,0,0,0,2,2,0,0,1,0,0,0,0,0;0,2,0,0,0,2,0,0,0,0,0,0,2,0,2;2,0,0,0,0,0,0,2,2,0,0,1,0,2,0;0,0,0,0,1,0,0,0,0,2,0,0,0,2,0;0,0,0,2,0,0,0,0,_,0,0,0,1,0,0;0,0,0,0,0,2,0,0,_,0,0,0,0,0,0;0,0,0,0,0,0,0,0,_,0,1,0,0,0,0;0,2,2,0,0,0,-,-,-,0,0,0,2,2,1;0,1,0,0,0,0,0,0,0,0,0,0,0,2,0;0,2,0,0,0,0,0,1,0,0,0,0,0,2,0;0,0,2,0,0,0,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,0,0,0,0,0,2,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;0,0,0,2,1,0,0,0,0,0,1,0,2,2,0|(8, 7)
